# x1 x2 f1 f2
-3.595960 -1.979798 5.656058 43.946510
-3.595960 -1.898990 5.342620 44.378267
-3.595960 -1.818182 5.042243 44.770843
-3.595960 -1.737374 4.754925 45.124240
-3.595960 -1.656566 4.480667 45.438457
-3.595960 -1.575758 4.219469 45.713495
-3.595960 -1.494949 3.971332 45.949353
-3.595960 -1.414141 3.736253 46.146031
-3.595960 -1.333333 3.514235 46.303529
-3.595960 -1.252525 3.305277 46.421848
-3.595960 -1.171717 3.109379 46.500987
-3.595960 -1.090909 2.926540 46.540947
-3.595960 -1.010101 2.756762 46.541727
-3.595960 -0.929293 2.600043 46.503327
-3.595960 -0.848485 2.456384 46.425747
-3.595960 -0.767677 2.325785 46.308988
-3.595960 -0.686869 2.208246 46.153049
-3.595960 -0.606061 2.103767 45.957931
-3.595960 -0.525253 2.012348 45.723632
-3.595960 -0.444444 1.933988 45.450154
-3.595960 -0.363636 1.868689 45.137497
-3.595960 -0.282828 1.816449 44.785660
-3.595960 -0.202020 1.777270 44.394643
-3.595960 -0.121212 1.751150 43.964446
-3.595960 -0.040404 1.738090 43.495070
-3.595960 0.040404 1.738090 42.986514
-3.595960 0.121212 1.751150 42.438778
-3.595960 0.202020 1.777270 41.851863
-3.595960 0.282828 1.816449 41.225768
-3.595960 0.363636 1.868689 40.560493
-3.595960 0.444444 1.933988 39.856039
-3.595960 0.525253 2.012348 39.112405
-3.595960 0.606061 2.103767 38.329591
-3.595960 0.686869 2.208246 37.507598
-3.595960 0.767677 2.325785 36.646425
-3.595960 0.848485 2.456384 35.746072
-3.595960 0.929293 2.600043 34.806540
-3.595960 1.010101 2.756762 33.827827
-3.595960 1.090909 2.926540 32.809936
-3.595960 1.171717 3.109379 31.752864
-3.595960 1.252525 3.305277 30.656613
-3.595960 1.333333 3.514235 29.521182
-3.595960 1.414141 3.736253 28.346572
-3.595960 1.494949 3.971332 27.132782
-3.595960 1.575758 4.219469 25.879812
-3.595960 1.656566 4.480667 24.587662
-3.595960 1.737374 4.754925 23.256333
-3.595960 1.818182 5.042243 21.885825
-3.595960 1.898990 5.342620 20.476136
-3.595960 1.979798 5.656058 19.027268
-3.595960 2.060606 5.982555 17.539220
-3.595960 2.141414 6.322112 16.011992
-3.595960 2.222222 6.674729 14.445585
-3.595960 2.303030 7.040406 12.839998
-3.595960 2.383838 7.419143 11.195232
-3.595960 2.464646 7.810940 9.511286
-3.595960 2.545455 8.215796 7.788160
-3.595960 2.626263 8.633713 6.025854
-3.595960 2.707071 9.064689 4.224369
-3.595960 2.787879 9.508726 2.383704
-3.595960 2.868687 9.965822 0.503859
-3.595960 2.949495 10.435978 -1.415165
-3.595960 3.030303 10.919194 -3.373369
-3.595960 3.111111 11.415470 -5.370753
-3.595960 3.191919 11.924806 -7.407316
-3.595960 3.272727 12.447201 -9.483059
-3.595960 3.353535 12.982657 -11.597982
-3.595960 3.434343 13.531172 -13.752084
-3.595960 3.515152 14.092748 -15.945366
-3.595960 3.595960 14.667383 -18.177828
-3.595960 3.676768 15.255078 -20.449469
-3.595960 3.757576 15.855833 -22.760290
-3.595960 3.838384 16.469648 -25.110291
-3.595960 3.919192 17.096523 -27.499471
-3.595960 4.000000 17.736458 -29.927831

-3.515152 -4.000000 17.531634 18.170261
-3.515152 -3.919192 16.891700 19.597194
-3.515152 -3.838384 16.264825 20.984949
-3.515152 -3.757576 15.651010 22.333523
-3.515152 -3.676768 15.050255 23.642918
-3.515152 -3.595960 14.462560 24.913133
-3.515152 -3.515152 13.887925 26.144169
-3.515152 -3.434343 13.326349 27.336025
-3.515152 -3.353535 12.777834 28.488701
-3.515152 -3.272727 12.242378 29.602197
-3.515152 -3.191919 11.719983 30.676514
-3.515152 -3.111111 11.210647 31.711651
-3.515152 -3.030303 10.714371 32.707609
-3.515152 -2.949495 10.231155 33.664387
-3.515152 -2.868687 9.760999 34.581985
-3.515152 -2.787879 9.303903 35.460403
-3.515152 -2.707071 8.859866 36.299642
-3.515152 -2.626263 8.428890 37.099701
-3.515152 -2.545455 8.010973 37.860581
-3.515152 -2.464646 7.606117 38.582280
-3.515152 -2.383838 7.214320 39.264801
-3.515152 -2.303030 6.835583 39.908141
-3.515152 -2.222222 6.469906 40.512302
-3.515152 -2.141414 6.117289 41.077283
-3.515152 -2.060606 5.777732 41.603084
-3.515152 -1.979798 5.451234 42.089706
-3.515152 -1.898990 5.137797 42.537148
-3.515152 -1.818182 4.837420 42.945410
-3.515152 -1.737374 4.550102 43.314493
-3.515152 -1.656566 4.275844 43.644396
-3.515152 -1.575758 4.014646 43.935119
-3.515152 -1.494949 3.766508 44.186663
-3.515152 -1.414141 3.531430 44.399027
-3.515152 -1.333333 3.309412 44.572211
-3.515152 -1.252525 3.100454 44.706216
-3.515152 -1.171717 2.904556 44.801041
-3.515152 -1.090909 2.721717 44.856686
-3.515152 -1.010101 2.551938 44.873152
-3.515152 -0.929293 2.395220 44.850437
-3.515152 -0.848485 2.251561 44.788544
-3.515152 -0.767677 2.120962 44.687470
-3.515152 -0.686869 2.003423 44.547217
-3.515152 -0.606061 1.898944 44.367784
